gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
2803151307	StillImage	image/jpeg	https://static.inaturalist.org/photos/80747453/original.jpg?1593046768	https://www.inaturalist.org/photos/80747453					2020-06-25T00:58:14Z	fred201		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	fred201
2803144270 	StillImage	image/jpeg	https://static.inaturalist.org/photos/80735201/original.jpeg?1593041513	https://www.inaturalist.org/photos/80735201					2020-06-24T11:30:11Z	brybrysciguy		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	brybrysciguy
2803144270	StillImage	image/jpeg	https://static.inaturalist.org/photos/80735213/original.jpeg?1593041517	https://www.inaturalist.org/photos/80735213					2020-06-24T11:30:05Z	brybrysciguy		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	brybrysciguy
2803144270	StillImage	image/jpeg	https://static.inaturalist.org/photos/80735208/original.jpeg?1593041515	https://www.inaturalist.org/photos/80735208					2020-06-24T11:30:08Z	brybrysciguy		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	brybrysciguy
2803139673	StillImage	image/jpeg	https://static.inaturalist.org/photos/80887570/original.jpg?1593120324	https://www.inaturalist.org/photos/80887570					2020-06-25T16:25:08Z	reedman52		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	reedman52
2803139178	StillImage	image/jpeg	https://static.inaturalist.org/photos/79116500/original.jpg?1592313274	https://www.inaturalist.org/photos/79116500					2020-06-16T13:01:34Z	ryjbass		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ryjbass
2803138709	StillImage	image/jpeg	https://static.inaturalist.org/photos/78761820/original.jpg?1592159259	https://www.inaturalist.org/photos/78761820					2020-06-14T18:16:07Z	J. Muro		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	J. Muro
2803120623	StillImage	image/jpeg	https://static.inaturalist.org/photos/79005675/original.jpg?1592253711	https://www.inaturalist.org/photos/79005675					2020-06-15T18:29:19Z	tngunnut14		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	tngunnut14
2803120215	StillImage	image/jpeg	https://static.inaturalist.org/photos/80115231/original.jpg?1592767346	https://www.inaturalist.org/photos/80115231					2020-06-13T20:09:26Z	Zackary Li		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Zackary Li
2803102486	StillImage	image/jpeg	https://static.inaturalist.org/photos/80221374/original.jpg?1592805988	https://www.inaturalist.org/photos/80221374					2018-06-27T19:04:22Z	miaulili		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	miaulili
2803101622	StillImage	image/jpeg	https://static.inaturalist.org/photos/78781177/original.jpg?1592164082	https://www.inaturalist.org/photos/78781177					2020-06-14T18:53:11Z	William Beckerson		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	William Beckerson
2803101585	StillImage	image/jpeg	https://static.inaturalist.org/photos/78752255/original.jpg?1592156894	https://www.inaturalist.org/photos/78752255					2020-06-06T15:10:00Z	samsmock		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	samsmock
2803100960	StillImage	image/jpeg	https://static.inaturalist.org/photos/80165043/original.jpg?1592782186	https://www.inaturalist.org/photos/80165043					2020-06-21T18:29:31Z	atlasbeetle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	atlasbeetle
2803088337	StillImage	image/jpeg	https://static.inaturalist.org/photos/78685718/original.jpg?1592136359	https://www.inaturalist.org/photos/78685718					2020-06-14T12:05:21Z	amertz15		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	amertz15
2803086213	StillImage	image/jpeg	https://static.inaturalist.org/photos/80698267/original.jpeg?1593027571	https://www.inaturalist.org/photos/80698267					2020-06-24T15:38:46Z	njnltrapp		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	njnltrapp
2803080051	StillImage	image/jpeg	https://static.inaturalist.org/photos/79943330/original.jpg?1592698554	https://www.inaturalist.org/photos/79943330					2020-06-20T15:00:41Z	jenelaine82		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	jenelaine82
2803080051	StillImage	image/jpeg	https://static.inaturalist.org/photos/79943353/original.jpg?1592698561	https://www.inaturalist.org/photos/79943353					2020-06-20T15:00:41Z	jenelaine82		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	jenelaine82
2803076513	StillImage	image/jpeg	https://static.inaturalist.org/photos/79183629/original.jpg?1592336962	https://www.inaturalist.org/photos/79183629					2020-06-16T17:49:30Z	amlambert11		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	amlambert11
2803065282	StillImage	image/jpeg	https://static.inaturalist.org/photos/79903936/original.jpg?1592685947	https://www.inaturalist.org/photos/79903936					2020-06-18T16:31:07Z	Lee Elliott		iNaturalist	http://creativecommons.org/licenses/by-nc-sa/4.0/	Lee Elliott
2803031541	StillImage	image/jpeg	https://static.inaturalist.org/photos/79567178/original.jpeg?1592527596	https://www.inaturalist.org/photos/79567178					2020-06-18T19:43:39Z	Trystan Harpold		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Trystan Harpold
2803031527	StillImage	image/jpeg	https://static.inaturalist.org/photos/79559622/original.jpg?1592524074	https://www.inaturalist.org/photos/79559622					2020-06-18T18:46:17Z	atlasbeetle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	atlasbeetle
2803030431	StillImage	image/jpeg	https://static.inaturalist.org/photos/78595299/original.jpg?1592089579	https://www.inaturalist.org/photos/78595299					2020-06-13T13:35:09Z	simmonsc70		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	simmonsc70
2803021533	StillImage	image/jpeg	https://static.inaturalist.org/photos/79208003/original.jpg?1592346586	https://www.inaturalist.org/photos/79208003					2020-06-16T17:29:27Z	atlasbeetle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	atlasbeetle
2803018369	StillImage	image/jpeg	https://static.inaturalist.org/photos/78785561/original.jpg?1592165072	https://www.inaturalist.org/photos/78785561					2020-06-12T11:32:16Z	Brian Wulker		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Brian Wulker
2803016976	StillImage	image/jpeg	https://static.inaturalist.org/photos/80688997/original.jpeg?1593024457	https://www.inaturalist.org/photos/80688997					2020-06-24T12:09:28Z	kaitchapmanunl		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kaitchapmanunl
2803016976	StillImage	image/jpeg	https://static.inaturalist.org/photos/80689014/original.jpeg?1593024462	https://www.inaturalist.org/photos/80689014					2020-06-24T11:51:04Z	kaitchapmanunl		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kaitchapmanunl
2803016976	StillImage	image/jpeg	https://static.inaturalist.org/photos/80689005/original.jpeg?1593024460	https://www.inaturalist.org/photos/80689005					2020-06-24T12:01:46Z	kaitchapmanunl		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kaitchapmanunl
2803016976	StillImage	image/jpeg	https://static.inaturalist.org/photos/80689000/original.jpeg?1593024458	https://www.inaturalist.org/photos/80689000					2020-06-24T12:10:41Z	kaitchapmanunl		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kaitchapmanunl
2803003338	StillImage	image/jpeg	https://static.inaturalist.org/photos/78943514/original.jpeg?1592234775	https://www.inaturalist.org/photos/78943514					2020-06-12T10:01:33Z	fossa1211		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	fossa1211
2803003251	StillImage	image/jpeg	https://static.inaturalist.org/photos/79560088/original.jpg?1592524314	https://www.inaturalist.org/photos/79560088					2020-06-18T18:50:46Z	atlasbeetle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	atlasbeetle
2802988265	StillImage	image/jpeg	https://static.inaturalist.org/photos/80737110/original.jpg?1593042323	https://www.inaturalist.org/photos/80737110					2020-06-24T15:34:08Z	Gordon C. Snelling		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Gordon C. Snelling
2802978020	StillImage	image/jpeg	https://static.inaturalist.org/photos/79245838/original.jpg?1592363122	https://www.inaturalist.org/photos/79245838					2020-06-17T00:08:33Z	apistopanchax		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	apistopanchax
2802976550	StillImage	image/jpeg	https://static.inaturalist.org/photos/80897389/original.jpg?1593124027	https://www.inaturalist.org/photos/80897389					2020-06-25T17:21:41Z	pstoll		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	pstoll
2802976550	StillImage	image/jpeg	https://static.inaturalist.org/photos/80896971/original.jpg?1593123873	https://www.inaturalist.org/photos/80896971					2020-06-25T17:21:41Z	pstoll		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	pstoll
2802971956	StillImage	image/jpeg	https://static.inaturalist.org/photos/80481818/original.jpg?1592928059	https://www.inaturalist.org/photos/80481818					2020-06-23T15:45:16Z	Lily Fountain		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Lily Fountain
2802968619	StillImage	image/jpeg	https://static.inaturalist.org/photos/79559865/original.jpg?1592524187	https://www.inaturalist.org/photos/79559865					2020-06-18T18:49:30Z	atlasbeetle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	atlasbeetle
2802962885	StillImage	image/jpeg	https://static.inaturalist.org/photos/80535191/original.jpeg?1592947025	https://www.inaturalist.org/photos/80535191					2020-06-22T12:20:37Z	Jared Gorrell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Jared Gorrell
2802960388	StillImage	image/jpeg	https://static.inaturalist.org/photos/78715974/original.jpg?1592147300	https://www.inaturalist.org/photos/78715974					2020-06-13T14:31:35Z	greengirrl		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	greengirrl
2802960388	StillImage	image/jpeg	https://static.inaturalist.org/photos/78715950/original.jpg?1592147295	https://www.inaturalist.org/photos/78715950					2020-06-13T14:31:35Z	greengirrl		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	greengirrl
2802960388	StillImage	image/jpeg	https://static.inaturalist.org/photos/78715999/original.jpg?1592147306	https://www.inaturalist.org/photos/78715999					2020-06-13T14:31:35Z	greengirrl		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	greengirrl
2802942825	StillImage	image/jpeg	https://static.inaturalist.org/photos/77548503/original.jpg?1591578221	https://www.inaturalist.org/photos/77548503					2020-06-07T20:02:45Z	atlasbeetle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	atlasbeetle
2802935731	StillImage	image/jpeg	https://static.inaturalist.org/photos/77510921/original.jpg?1591566328	https://www.inaturalist.org/photos/77510921					2020-06-07T16:44:35Z	atlasbeetle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	atlasbeetle
2802931755	StillImage	image/jpeg	https://static.inaturalist.org/photos/77545657/original.jpg?1591577244	https://www.inaturalist.org/photos/77545657					2020-06-07T19:46:12Z	atlasbeetle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	atlasbeetle
2802924756	StillImage	image/jpeg	https://static.inaturalist.org/photos/77546023/original.jpg?1591577366	https://www.inaturalist.org/photos/77546023					2020-06-07T19:49:00Z	atlasbeetle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	atlasbeetle
2802919813	StillImage	image/jpeg	https://static.inaturalist.org/photos/78253056/original.jpg?1591931611	https://www.inaturalist.org/photos/78253056					2020-05-04T02:08:43Z	itsmepat70		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	itsmepat70
2802912788	StillImage	image/jpeg	https://static.inaturalist.org/photos/77694722/original.jpeg?1591649657	https://www.inaturalist.org/photos/77694722					2020-06-06T00:00:00Z	kaitchapmanunl		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kaitchapmanunl
2802909320	StillImage	image/jpeg	https://static.inaturalist.org/photos/80722358/original.jpg?1593036345	https://www.inaturalist.org/photos/80722358					2020-06-24T22:03:27Z	dcully379		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	dcully379
2802907937	StillImage	image/jpeg	https://static.inaturalist.org/photos/78300511/original.jpg?1591968709	https://www.inaturalist.org/photos/78300511					2020-06-12T13:27:34Z	badelozier		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	badelozier
2802892110	StillImage	image/jpeg	https://static.inaturalist.org/photos/78428557/original.jpg?1592021754	https://www.inaturalist.org/photos/78428557					2020-06-12T17:04:04Z	Zoologist123		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Zoologist123
2802891757	StillImage	image/jpeg	https://static.inaturalist.org/photos/77545911/original.jpg?1591577326	https://www.inaturalist.org/photos/77545911					2020-06-07T19:47:36Z	atlasbeetle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	atlasbeetle
2802879777	StillImage	image/jpeg	https://static.inaturalist.org/photos/77541908/original.jpg?1591576022	https://www.inaturalist.org/photos/77541908					2020-06-07T19:25:34Z	atlasbeetle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	atlasbeetle
2802878023	StillImage	image/jpeg	https://static.inaturalist.org/photos/79838137/original.jpeg?1592667581	https://www.inaturalist.org/photos/79838137					2020-06-19T10:08:59Z	naturegirlandmom		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	naturegirlandmom
2802878023	StillImage	image/jpeg	https://static.inaturalist.org/photos/79838154/original.jpg?1592667588	https://www.inaturalist.org/photos/79838154					2020-06-19T10:08:27Z	naturegirlandmom		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	naturegirlandmom
2802875311	StillImage	image/jpeg	https://static.inaturalist.org/photos/80728373/original.jpg?1593038783	https://www.inaturalist.org/photos/80728373					2020-06-24T17:45:52Z	atlasbeetle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	atlasbeetle
2802841344	StillImage	image/jpeg	https://static.inaturalist.org/photos/80113873/original.jpg?1592766969	https://www.inaturalist.org/photos/80113873					2020-06-21T19:09:42Z	axicus		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	axicus
2802835743	StillImage	image/jpeg	https://static.inaturalist.org/photos/78766175/original.jpeg?1592160318	https://www.inaturalist.org/photos/78766175					2020-06-14T12:08:18Z	Suzanne Cadwell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Suzanne Cadwell
2802827462	StillImage	image/jpeg	https://static.inaturalist.org/photos/78603200/original.jpg?1592092093	https://www.inaturalist.org/photos/78603200					2020-06-02T01:38:00Z	chiguire0		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	chiguire0
2802822642	StillImage	image/jpeg	https://static.inaturalist.org/photos/79382266/original.jpg?1592436511	https://www.inaturalist.org/photos/79382266					2020-06-17T23:28:09Z	mrschampion		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	mrschampion
2802810787	StillImage	image/jpeg	https://static.inaturalist.org/photos/77536706/original.jpg?1591574430	https://www.inaturalist.org/photos/77536706					2020-06-07T18:59:49Z	atlasbeetle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	atlasbeetle
2802804461	StillImage	image/jpeg	https://static.inaturalist.org/photos/78768195/original.jpg?1592160791	https://www.inaturalist.org/photos/78768195					2020-06-04T16:50:20Z	Lee Elliott		iNaturalist	http://creativecommons.org/licenses/by-nc-sa/4.0/	Lee Elliott
2802798222	StillImage	image/jpeg	https://static.inaturalist.org/photos/79903494/original.jpg?1592685818	https://www.inaturalist.org/photos/79903494					2020-06-14T15:02:00Z	Lee Elliott		iNaturalist	http://creativecommons.org/licenses/by-nc-sa/4.0/	Lee Elliott
2802797860	StillImage	image/jpeg	https://static.inaturalist.org/photos/79513254/original.jpg?1592506002	https://www.inaturalist.org/photos/79513254					2020-06-18T17:55:19Z	axicus		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	axicus
2802795536	StillImage	image/jpeg	https://static.inaturalist.org/photos/79549197/original.jpeg?1592519343	https://www.inaturalist.org/photos/79549197					2020-06-16T18:38:10Z	Izabella Farr		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Izabella Farr
2802795536	StillImage	image/jpeg	https://static.inaturalist.org/photos/79549102/original.jpeg?1592519301	https://www.inaturalist.org/photos/79549102					2020-06-16T18:47:51Z	Izabella Farr		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Izabella Farr
2802795536	StillImage	image/jpeg	https://static.inaturalist.org/photos/79549198/original.jpeg?1592519343	https://www.inaturalist.org/photos/79549198					2020-06-16T18:48:00Z	Izabella Farr		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Izabella Farr
2802794095	StillImage	image/jpeg	https://static.inaturalist.org/photos/79952493/original.jpeg?1592702222	https://www.inaturalist.org/photos/79952493					2020-06-20T11:11:39Z	Nathaniel Sharp		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Nathaniel Sharp
2802794095	StillImage	image/jpeg	https://static.inaturalist.org/photos/79952471/original.jpeg?1592702215	https://www.inaturalist.org/photos/79952471					2020-06-20T11:11:41Z	Nathaniel Sharp		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Nathaniel Sharp
2802787231	StillImage	image/jpeg	https://static.inaturalist.org/photos/80666427/original.jpg?1593016469	https://www.inaturalist.org/photos/80666427					2020-06-24T16:33:31Z	stonerapper		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	stonerapper
2802781114	StillImage	image/jpeg	https://static.inaturalist.org/photos/79073207/original.jpg?1592281596	https://www.inaturalist.org/photos/79073207					2020-05-25T15:33:33Z	fluffyelectric		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	fluffyelectric
2802779755	StillImage	image/jpeg	https://static.inaturalist.org/photos/79559790/original.jpg?1592524158	https://www.inaturalist.org/photos/79559790					2020-06-18T18:49:02Z	atlasbeetle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	atlasbeetle
2802773946	StillImage	image/jpeg	https://static.inaturalist.org/photos/78320216/original.jpg?1591977402	https://www.inaturalist.org/photos/78320216					2020-06-12T15:52:54Z	Jennifer Wright		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Jennifer Wright
2802772693	StillImage	image/jpeg	https://static.inaturalist.org/photos/80341540/original.jpeg?1592857681	https://www.inaturalist.org/photos/80341540					2020-06-22T16:26:28Z	sporange		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	sporange
2802770960	StillImage	image/jpeg	https://static.inaturalist.org/photos/78769331/original.jpg?1592161075	https://www.inaturalist.org/photos/78769331					2020-06-05T16:58:39Z	Lee Elliott		iNaturalist	http://creativecommons.org/licenses/by-nc-sa/4.0/	Lee Elliott
2802762499	StillImage	image/jpeg	https://static.inaturalist.org/photos/79560066/original.jpg?1592524299	https://www.inaturalist.org/photos/79560066					2020-06-18T18:49:57Z	atlasbeetle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	atlasbeetle
2802756519	StillImage	image/jpeg	https://static.inaturalist.org/photos/78711909/original.jpg?1592146121	https://www.inaturalist.org/photos/78711909					2020-06-14T14:45:52Z	pschmidt		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	pschmidt
2802752516	StillImage	image/jpeg	https://static.inaturalist.org/photos/80192650/original.jpeg?1592792214	https://www.inaturalist.org/photos/80192650					2020-06-21T21:15:28Z	James Lucas		iNaturalist	http://creativecommons.org/licenses/by-nc-sa/4.0/	James Lucas
2802750770	StillImage	image/jpeg	https://static.inaturalist.org/photos/77546087/original.jpg?1591577390	https://www.inaturalist.org/photos/77546087					2020-06-07T19:49:15Z	atlasbeetle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	atlasbeetle
2802739819	StillImage	image/jpeg	https://static.inaturalist.org/photos/79700459/original.jpeg?1592599831	https://www.inaturalist.org/photos/79700459					2020-06-19T14:52:25Z	ifreedman		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ifreedman
2802739819	StillImage	image/jpeg	https://static.inaturalist.org/photos/79700408/original.jpeg?1592599818	https://www.inaturalist.org/photos/79700408					2020-06-19T14:52:08Z	ifreedman		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ifreedman
2802730801	StillImage	image/jpeg	https://static.inaturalist.org/photos/77543928/original.jpg?1591576647	https://www.inaturalist.org/photos/77543928					2020-06-07T19:35:33Z	atlasbeetle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	atlasbeetle
2802712147	StillImage	image/jpeg	https://static.inaturalist.org/photos/80750796/original.jpg?1593048411	https://www.inaturalist.org/photos/80750796					2020-06-24T20:56:48Z	billhaley		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	billhaley
2802711130	StillImage	image/jpeg	https://static.inaturalist.org/photos/79034134/original.jpg?1592263810	https://www.inaturalist.org/photos/79034134					2020-06-15T18:28:51Z	atlasbeetle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	atlasbeetle
2802701660	StillImage	image/jpeg	https://static.inaturalist.org/photos/80124321/original.jpg?1592769666	https://www.inaturalist.org/photos/80124321					2020-06-21T19:38:00Z	brendapoist		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	brendapoist
2802688177	StillImage	image/jpeg	https://static.inaturalist.org/photos/79974638/original.jpeg?1592712185	https://www.inaturalist.org/photos/79974638					2020-06-20T23:54:29Z	mjb79		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	mjb79
2802685422	StillImage	image/jpeg	https://static.inaturalist.org/photos/80123516/original.jpg?1592769442	https://www.inaturalist.org/photos/80123516					2020-06-21T19:56:37Z	alanjperez		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	alanjperez
2802676481	StillImage	image/jpeg	https://static.inaturalist.org/photos/80887705/original.jpg?1593120372	https://www.inaturalist.org/photos/80887705					2020-06-25T16:25:21Z	miamidolphins		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	miamidolphins
2802674357	StillImage	image/jpeg	https://static.inaturalist.org/photos/78785539/original.jpg?1592165065	https://www.inaturalist.org/photos/78785539					2020-06-14T15:13:41Z	Paula		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paula
2802669190	StillImage	image/jpeg	https://static.inaturalist.org/photos/79479437/original.jpg?1592494526	https://www.inaturalist.org/photos/79479437					2020-06-18T15:03:53Z	albertconover		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	albertconover
2802669190	StillImage	image/jpeg	https://static.inaturalist.org/photos/79479456/original.jpg?1592494534	https://www.inaturalist.org/photos/79479456					2020-06-18T15:03:53Z	albertconover		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	albertconover
2802662109	StillImage	image/jpeg	https://static.inaturalist.org/photos/79242465/original.jpeg?1592361200	https://www.inaturalist.org/photos/79242465					2020-06-09T00:40:25Z	Scot Magnotta		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Scot Magnotta
2802660040	StillImage	image/jpeg	https://static.inaturalist.org/photos/80035135/original.jpg?1592745690	https://www.inaturalist.org/photos/80035135					2020-06-13T20:09:26Z	Zackary Li		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Zackary Li
2802654870	StillImage	image/jpeg	https://static.inaturalist.org/photos/79808882/original.jpeg?1592657812	https://www.inaturalist.org/photos/79808882					2020-06-20T08:05:54Z	vagabondreports		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	vagabondreports
2802654870	StillImage	image/jpeg	https://static.inaturalist.org/photos/79808894/original.jpeg?1592657819	https://www.inaturalist.org/photos/79808894					2020-06-20T08:05:58Z	vagabondreports		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	vagabondreports
2802645908	StillImage	image/jpeg	https://static.inaturalist.org/photos/80450569/original.jpeg?1592915281	https://www.inaturalist.org/photos/80450569					2020-06-23T08:19:00Z	tca12345		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	tca12345
2802645908	StillImage	image/jpeg	https://static.inaturalist.org/photos/80450566/original.jpeg?1592915280	https://www.inaturalist.org/photos/80450566					2020-06-23T08:23:15Z	tca12345		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	tca12345
2802638251	StillImage	image/jpeg	https://static.inaturalist.org/photos/80683391/original.jpg?1593022301	https://www.inaturalist.org/photos/80683391					2020-06-24T17:20:34Z	timmyg2kx		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	timmyg2kx
2802631645	StillImage	image/jpeg	https://static.inaturalist.org/photos/79563156/original.jpg?1592525708	https://www.inaturalist.org/photos/79563156					2020-06-18T19:14:47Z	atlasbeetle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	atlasbeetle
2802624661	StillImage	image/jpeg	https://static.inaturalist.org/photos/79560169/original.jpg?1592524360	https://www.inaturalist.org/photos/79560169					2020-06-18T18:51:27Z	atlasbeetle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	atlasbeetle
2802623917	StillImage	image/jpeg	https://static.inaturalist.org/photos/79588018/original.jpg?1592537974	https://www.inaturalist.org/photos/79588018					2020-06-18T15:12:23Z	phabeck		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	phabeck
2802620792	StillImage	image/jpeg	https://static.inaturalist.org/photos/77534626/original.jpg?1591573798	https://www.inaturalist.org/photos/77534626					2020-06-07T18:18:16Z	atlasbeetle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	atlasbeetle
2802616835	StillImage	image/jpeg	https://static.inaturalist.org/photos/77893251/original.jpg?1591744891	https://www.inaturalist.org/photos/77893251					2020-06-07T17:29:58Z	Luca Catanzaro		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luca Catanzaro
2802615843	StillImage	image/jpeg	https://static.inaturalist.org/photos/77511597/original.jpg?1591566567	https://www.inaturalist.org/photos/77511597					2020-06-07T16:47:55Z	atlasbeetle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	atlasbeetle
2802611876	StillImage	image/jpeg	https://static.inaturalist.org/photos/78539921/original.jpg?1592074477	https://www.inaturalist.org/photos/78539921					2020-06-13T18:14:25Z	ryjbass		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ryjbass
2802611085	StillImage	image/jpeg	https://static.inaturalist.org/photos/78370618/original.jpeg?1591995581	https://www.inaturalist.org/photos/78370618					2020-06-11T18:04:19Z	fossa1211		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	fossa1211
2802604806	StillImage	image/jpeg	https://static.inaturalist.org/photos/77893162/original.jpg?1591744855	https://www.inaturalist.org/photos/77893162					2020-06-07T17:29:53Z	Luca Catanzaro		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luca Catanzaro
2802598717	StillImage	image/jpeg	https://static.inaturalist.org/photos/77542153/original.jpg?1591576089	https://www.inaturalist.org/photos/77542153					2020-06-07T19:27:44Z	atlasbeetle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	atlasbeetle
2802596109	StillImage	image/jpeg	https://static.inaturalist.org/photos/78653952/original.jpg?1592114714	https://www.inaturalist.org/photos/78653952					2020-06-13T20:32:44Z	apistopanchax		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	apistopanchax
2802588791	StillImage	image/jpeg	https://static.inaturalist.org/photos/77510480/original.jpg?1591566197	https://www.inaturalist.org/photos/77510480					2020-06-07T16:42:35Z	atlasbeetle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	atlasbeetle
2802573947	StillImage	image/jpeg	https://static.inaturalist.org/photos/78334933/original.jpg?1591982541	https://www.inaturalist.org/photos/78334933					2020-06-06T14:45:53Z	Jordan Cook		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Jordan Cook
2802573947	StillImage	image/jpeg	https://static.inaturalist.org/photos/78334940/original.jpg?1591982546	https://www.inaturalist.org/photos/78334940					2020-06-06T14:50:54Z	Jordan Cook		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Jordan Cook
